Date,Currency,Mean,Buy,Sell
24/03/2011,JPY(100),104.915,104.782,105.049
24/03/2011,SW KRONER,13.4132,13.3957,13.4307
24/03/2011,NOR KRONER,15.189,15.1676,15.2104
24/03/2011,DAN KRONER,16.0576,16.0421,16.0732
24/03/2011,IND RUPEE,1.8993,1.8973,1.9013
24/03/2011,HONGKONG $,10.9037,10.8928,10.9145
24/03/2011,SINGAPORE $,67.244,67.1681,67.32
24/03/2011,SAUDI RIYAL,22.6639,22.6389,22.689
24/03/2011,CHINESE YUAN,12.952,12.9399,12.9642
24/03/2011,AUSTRALIAN $,86.0342,85.9414,86.1271
25/03/2011,US DOLLAR,84.9444,84.8583,85.0306
25/03/2011,STG POUND,136.861,136.705,137.018
25/03/2011,EURO,120.396,120.255,120.536
25/03/2011,SA RAND,12.3391,12.2608,12.4174
25/03/2011,KES/USHS,28.2833,28.1899,28.3767
25/03/2011,KES/TSHS,17.6174,17.5702,17.6647
25/03/2011,KES / RWF,7.0577,6.9622,7.1531
25/03/2011,KES / BIF,14.5392,14.2302,14.8483
25/03/2011,AE DIRHAM,23.1267,23.097,23.1565
25/03/2011,CAN $,87.1211,87.0108,87.2314
25/03/2011,S FRANC,93.4722,93.3508,93.5937
25/03/2011,JPY(100),104.908,104.79,105.026
25/03/2011,SW KRONER,13.4456,13.4271,13.4641
25/03/2011,NOR KRONER,15.2851,15.2646,15.3055
25/03/2011,DAN KRONER,16.145,16.1263,16.1637
25/03/2011,IND RUPEE,1.9015,1.8998,1.9031
25/03/2011,HONGKONG $,10.8979,10.8861,10.9096
25/03/2011,SINGAPORE $,67.4029,67.3212,67.4846
25/03/2011,SAUDI RIYAL,22.651,22.6271,22.6748
25/03/2011,CHINESE YUAN,12.9505,12.9371,12.964
25/03/2011,AUSTRALIAN $,86.826,86.7252,86.9267
28/03/2011,US DOLLAR,84.2944,84.2083,84.3806
28/03/2011,STG POUND,134.962,134.794,135.129
28/03/2011,EURO,118.495,118.357,118.632
28/03/2011,SA RAND,12.2789,12.249,12.3087
28/03/2011,KES/USHS,28.531,28.4426,28.6195
28/03/2011,KES/TSHS,17.7414,17.6937,17.7892
28/03/2011,KES / RWF,7.1121,7.0158,7.2083
28/03/2011,KES / BIF,14.6513,14.3635,14.9391
28/03/2011,AE DIRHAM,22.9504,22.9263,22.9745
28/03/2011,CAN $,85.9493,85.8035,86.0952
28/03/2011,S FRANC,91.3493,91.2281,91.4705
28/03/2011,JPY(100),103.166,103.056,103.276
28/03/2011,SW KRONER,13.2262,13.2108,13.2415
28/03/2011,NOR KRONER,14.9968,14.9684,15.0253
28/03/2011,DAN KRONER,15.8874,15.8656,15.9092
28/03/2011,IND RUPEE,1.8831,1.8802,1.8859
28/03/2011,HONGKONG $,10.8056,10.7939,10.8173
28/03/2011,SINGAPORE $,66.7679,66.6733,66.8626
28/03/2011,SAUDI RIYAL,22.4767,22.4514,22.5021
28/03/2011,CHINESE YUAN,12.8459,12.8325,12.8594
28/03/2011,AUSTRALIAN $,86.4988,86.3978,86.5998
29/03/2011,US DOLLAR,83.8206,83.7533,83.8878
29/03/2011,STG POUND,134.291,134.131,134.452
29/03/2011,EURO,118.37,118.214,118.525
29/03/2011,SA RAND,12.2324,12.1936,12.2711
29/03/2011,KES/USHS,28.6625,28.6097,28.7153
29/03/2011,KES/TSHS,17.973,17.9287,18.0172
29/03/2011,KES / RWF,7.1523,7.0571,7.2475
29/03/2011,KES / BIF,14.6684,14.5075,14.8293
29/03/2011,AE DIRHAM,22.8214,22.8024,22.8403
29/03/2011,CAN $,86.0193,85.8777,86.161
29/03/2011,S FRANC,91.6187,91.5295,91.708
29/03/2011,JPY(100),102.662,102.536,102.787
29/03/2011,SW KRONER,13.1533,13.135,13.1715
29/03/2011,NOR KRONER,15.0223,14.9946,15.05
29/03/2011,DAN KRONER,15.892,15.875,15.9089
29/03/2011,IND RUPEE,1.8817,1.8788,1.8846
29/03/2011,HONGKONG $,10.7491,10.7398,10.7584
29/03/2011,SINGAPORE $,66.4715,66.3919,66.5512
29/03/2011,SAUDI RIYAL,22.3504,22.3301,22.3707
29/03/2011,CHINESE YUAN,12.7763,12.7655,12.787
29/03/2011,AUSTRALIAN $,85.8909,85.7969,85.985
30/03/2011,US DOLLAR,83.5511,83.465,83.6372
30/03/2011,STG POUND,133.741,133.581,133.901
30/03/2011,EURO,117.673,117.53,117.817
30/03/2011,SA RAND,12.181,12.1394,12.2226
30/03/2011,KES/USHS,28.7609,28.6714,28.8504
30/03/2011,KES/TSHS,18.0429,17.9944,18.0914
30/03/2011,KES / RWF,7.1754,7.0782,7.2725
30/03/2011,KES / BIF,14.7636,14.5988,14.9284
30/03/2011,AE DIRHAM,22.7486,22.7246,22.7727
30/03/2011,CAN $,85.9074,85.7751,86.0397
30/03/2011,S FRANC,90.5354,90.4232,90.6476
30/03/2011,JPY(100),100.763,100.642,100.884
30/03/2011,SW KRONER,13.1479,13.1274,13.1684
30/03/2011,NOR KRONER,14.8936,14.8716,14.9157
30/03/2011,DAN KRONER,15.7618,15.7437,15.78
30/03/2011,IND RUPEE,1.8667,1.865,1.8683
30/03/2011,HONGKONG $,10.723,10.7112,10.7347
30/03/2011,SINGAPORE $,66.1713,66.0952,66.2473
30/03/2011,SAUDI RIYAL,22.2788,22.255,22.3027
30/03/2011,CHINESE YUAN,12.7404,12.7268,12.7541
30/03/2011,AUSTRALIAN $,86.1955,86.0858,86.3053
31/03/2011,US DOLLAR,82.9889,82.9056,83.0722
31/03/2011,STG POUND,133.641,133.501,133.782
31/03/2011,EURO,117.513,117.391,117.634
31/03/2011,SA RAND,12.1851,12.1535,12.2167
31/03/2011,KES/USHS,28.8835,28.7942,28.9727
31/03/2011,KES/TSHS,18.1169,18.0686,18.1653
31/03/2011,KES / RWF,7.224,7.1263,7.3216
31/03/2011,KES / BIF,14.8154,14.6499,14.9809
31/03/2011,AE DIRHAM,22.5959,22.5722,22.6195
31/03/2011,CAN $,85.4905,85.3845,85.5964
31/03/2011,S FRANC,90.5673,90.4655,90.6691
31/03/2011,JPY(100),100.347,100.193,100.501
31/03/2011,SW KRONER,13.1532,13.1291,13.1773
31/03/2011,NOR KRONER,14.8845,14.8626,14.9063
31/03/2011,DAN KRONER,15.7537,15.7337,15.7737
31/03/2011,IND RUPEE,1.8585,1.857,1.8599
31/03/2011,HONGKONG $,10.657,10.6456,10.6683
31/03/2011,SINGAPORE $,65.8564,65.7824,65.9303
31/03/2011,SAUDI RIYAL,22.1289,22.1058,22.152
31/03/2011,CHINESE YUAN,12.6692,12.6558,12.6826
31/03/2011,AUSTRALIAN $,85.7732,85.6663,85.8801
01/04/2011,US DOLLAR,83.1583,83.0778,83.2389
01/04/2011,STG POUND,133.507,133.362,133.652
01/04/2011,EURO,117.796,117.666,117.926
01/04/2011,SA RAND,12.2981,12.2865,12.3097
01/04/2011,KES/USHS,28.8006,28.7125,28.8886
01/04/2011,KES/TSHS,18.1041,18.0565,18.1517
01/04/2011,KES / RWF,7.2092,7.1121,7.3064
01/04/2011,KES / BIF,14.7913,14.5365,15.0461
01/04/2011,AE DIRHAM,22.6426,22.6197,22.6655
01/04/2011,CAN $,85.7806,85.6712,85.8901
01/04/2011,S FRANC,90.4092,90.2969,90.5216
01/04/2011,JPY(100),99.5553,99.4345,99.6761
01/04/2011,SW KRONER,13.1807,13.1639,13.1975
01/04/2011,NOR KRONER,15.0576,15.0393,15.0759
01/04/2011,DAN KRONER,15.7965,15.7793,15.8138
01/04/2011,IND RUPEE,1.8709,1.8694,1.8724
01/04/2011,HONGKONG $,10.6876,10.6766,10.6987
01/04/2011,SINGAPORE $,65.9307,65.8407,66.0207
01/04/2011,SAUDI RIYAL,22.1744,22.1523,22.1965
01/04/2011,CHINESE YUAN,12.7018,12.6893,12.7144
01/04/2011,AUSTRALIAN $,85.9816,85.8858,86.0773
04/04/2011,US DOLLAR,83.3722,83.2917,83.4528
04/04/2011,STG POUND,134.695,134.525,134.865
04/04/2011,EURO,118.581,118.43,118.732
04/04/2011,SA RAND,12.417,12.3863,12.4477
04/04/2011,KES/USHS,28.5468,28.4592,28.6343
04/04/2011,KES/TSHS,18.0456,17.9982,18.0931
04/04/2011,KES / RWF,7.1907,7.0938,7.2876
04/04/2011,KES / BIF,14.6993,14.5352,14.8634
04/04/2011,AE DIRHAM,22.7002,22.6774,22.7231
04/04/2011,CAN $,86.6183,86.5023,86.7343
04/04/2011,S FRANC,90.2175,90.1004,90.3345
04/04/2011,JPY(100),99.0465,98.9291,99.1638
04/04/2011,SW KRONER,13.2327,13.2199,13.2454
04/04/2011,NOR KRONER,15.1608,15.1388,15.1827
04/04/2011,DAN KRONER,15.8966,15.8772,15.9161
04/04/2011,IND RUPEE,1.8818,1.8803,1.8832
04/04/2011,HONGKONG $,10.7219,10.7108,10.7329
04/04/2011,SINGAPORE $,66.1553,66.0783,66.2324
04/04/2011,SAUDI RIYAL,22.2314,22.2093,22.2535
04/04/2011,CHINESE YUAN,12.7529,12.7357,12.7701
04/04/2011,AUSTRALIAN $,86.5946,86.5067,86.6824
05/04/2011,US DOLLAR,83.7444,83.65,83.8389
05/04/2011,STG POUND,134.986,134.812,135.159
05/04/2011,EURO,118.928,118.78,119.075
05/04/2011,SA RAND,12.4346,12.414,12.4552
05/04/2011,KES/USHS,28.4677,28.3759,28.5595
05/04/2011,KES/TSHS,17.9893,17.9392,18.0395
05/04/2011,KES / RWF,7.1588,7.0612,7.2564
05/04/2011,KES / BIF,14.6698,14.504,14.8356
05/04/2011,AE DIRHAM,22.8016,22.7749,22.8282
05/04/2011,CAN $,86.5272,86.409,86.6453
05/04/2011,S FRANC,90.7917,90.6709,90.9124
05/04/2011,JPY(100),99.2527,99.1262,99.3792
05/04/2011,SW KRONER,13.1929,13.1744,13.2113
05/04/2011,NOR KRONER,15.2414,15.2213,15.2615
05/04/2011,DAN KRONER,15.9312,15.9112,15.9511
05/04/2011,IND RUPEE,1.8854,1.8825,1.8883
05/04/2011,HONGKONG $,10.7686,10.7558,10.7815
05/04/2011,SINGAPORE $,66.427,66.3257,66.5282
05/04/2011,SAUDI RIYAL,22.331,22.3043,22.3576
05/04/2011,CHINESE YUAN,12.804,12.7866,12.8214
05/04/2011,AUSTRALIAN $,86.5374,86.4188,86.6559
06/04/2011,US DOLLAR,83.7325,83.6367,83.8283
06/04/2011,STG POUND,136.737,136.561,136.913
06/04/2011,EURO,119.441,119.294,119.588
06/04/2011,SA RAND,12.4999,12.4385,12.5613
06/04/2011,KES/USHS,28.3642,28.2721,28.4564
06/04/2011,KES/TSHS,17.968,17.9176,18.0184
06/04/2011,KES / RWF,7.1598,7.0621,7.2576
06/04/2011,KES / BIF,14.6899,14.4343,14.9456
06/04/2011,AE DIRHAM,22.7977,22.7707,22.8247
06/04/2011,CAN $,87.0256,86.9073,87.1439
06/04/2011,S FRANC,90.3764,90.2469,90.506
06/04/2011,JPY(100),98.1571,98.0448,98.2693
06/04/2011,SW KRONER,13.2624,13.2489,13.2759
06/04/2011,NOR KRONER,15.3268,15.3063,15.3473
06/04/2011,DAN KRONER,16.0192,15.9951,16.0434
06/04/2011,IND RUPEE,1.8922,1.89,1.8943
06/04/2011,HONGKONG $,10.7715,10.7588,10.7841
06/04/2011,SINGAPORE $,66.4148,66.3309,66.4988
06/04/2011,SAUDI RIYAL,22.3278,22.3013,22.3542
06/04/2011,CHINESE YUAN,12.7921,12.7772,12.807
06/04/2011,AUSTRALIAN $,86.7343,86.6141,86.8545
07/04/2011,US DOLLAR,84.7664,84.6772,84.8556
07/04/2011,STG POUND,137.973,137.799,138.148
07/04/2011,EURO,121.25,121.095,121.404
07/04/2011,SA RAND,12.673,12.653,12.693
07/04/2011,KES/USHS,27.7883,27.6706,27.906
07/04/2011,KES/TSHS,17.7488,17.7007,17.797
07/04/2011,KES / RWF,7.0725,6.9766,7.1684
07/04/2011,KES / BIF,14.5047,14.342,14.6675
07/04/2011,AE DIRHAM,23.0789,23.054,23.1038
07/04/2011,CAN $,88.0813,87.9448,88.2178
07/04/2011,S FRANC,92.354,92.2342,92.4738
07/04/2011,JPY(100),99.4198,99.2919,99.5476
07/04/2011,SW KRONER,13.3431,13.3251,13.3612
07/04/2011,NOR KRONER,15.4786,15.4593,15.4979
07/04/2011,DAN KRONER,16.2505,16.2313,16.2696
07/04/2011,IND RUPEE,1.9158,1.914,1.9176
07/04/2011,HONGKONG $,10.904,10.8922,10.9159
07/04/2011,SINGAPORE $,67.2216,67.1455,67.2976
07/04/2011,SAUDI RIYAL,22.6038,22.5794,22.6282
07/04/2011,CHINESE YUAN,12.9525,12.9385,12.9665
07/04/2011,AUSTRALIAN $,88.6233,88.5216,88.725
08/04/2011,US DOLLAR,84.2917,84.1972,84.3861
08/04/2011,STG POUND,138.047,137.868,138.227
08/04/2011,EURO,121.57,121.422,121.718
08/04/2011,SA RAND,12.651,12.6283,12.6737
08/04/2011,KES/USHS,27.9981,27.9074,28.0888
08/04/2011,KES/TSHS,17.8785,17.8228,17.9341
08/04/2011,KES / RWF,7.1123,7.0154,7.2093
08/04/2011,KES / BIF,14.5924,14.3744,14.8105
08/04/2011,AE DIRHAM,22.9496,22.9233,22.976
08/04/2011,CAN $,87.6225,87.5061,87.7389
08/04/2011,S FRANC,92.314,92.1911,92.4368
08/04/2011,JPY(100),98.8125,98.6803,98.9447
08/04/2011,SW KRONER,13.4196,13.3989,13.4403
08/04/2011,NOR KRONER,15.467,15.4471,15.4868
08/04/2011,DAN KRONER,16.2714,16.2512,16.2917
08/04/2011,IND RUPEE,1.9145,1.9123,1.9167
08/04/2011,HONGKONG $,10.8527,10.8402,10.8651
08/04/2011,SINGAPORE $,67.0552,66.972,67.1383
08/04/2011,SAUDI RIYAL,22.4763,22.4496,22.503
08/04/2011,CHINESE YUAN,12.8952,12.8805,12.91
08/04/2011,AUSTRALIAN $,88.7549,88.6428,88.867
11/04/2011,US DOLLAR,84.1431,84.0556,84.2306
11/04/2011,STG POUND,137.644,137.493,137.795
11/04/2011,EURO,121.637,121.501,121.773
11/04/2011,SA RAND,12.6455,12.6219,12.669
11/04/2011,KES/USHS,27.9525,27.864,28.041
11/04/2011,KES/TSHS,17.9635,17.9151,18.0119
11/04/2011,KES / RWF,7.1249,7.0283,7.2214
11/04/2011,KES / BIF,14.6182,14.3653,14.8711
11/04/2011,AE DIRHAM,22.9092,22.8847,22.9336
11/04/2011,CAN $,88.0808,87.9501,88.2115
11/04/2011,S FRANC,92.6337,92.5231,92.7443
11/04/2011,JPY(100),99.2382,99.1102,99.3662
11/04/2011,SW KRONER,13.5825,13.5657,13.5993
11/04/2011,NOR KRONER,15.5579,15.5378,15.5779
11/04/2011,DAN KRONER,16.3133,16.2958,16.3307
11/04/2011,IND RUPEE,1.9018,1.8996,1.9041
11/04/2011,HONGKONG $,10.8316,10.8202,10.843
11/04/2011,SINGAPORE $,67.0009,66.9232,67.0786
11/04/2011,SAUDI RIYAL,22.4376,22.4136,22.4615
11/04/2011,CHINESE YUAN,12.8702,12.8565,12.884
11/04/2011,AUSTRALIAN $,88.8425,88.729,88.9559
12/04/2011,US DOLLAR,84.2428,84.1622,84.3233
12/04/2011,STG POUND,137.272,137.122,137.422
12/04/2011,EURO,121.268,121.129,121.408
12/04/2011,SA RAND,12.5456,12.528,12.5632
12/04/2011,KES/USHS,27.6582,27.5724,27.744
12/04/2011,KES/TSHS,17.9541,17.9073,18.001
12/04/2011,KES / RWF,7.1164,7.0206,7.2123
12/04/2011,KES / BIF,14.6008,14.4088,14.7929
12/04/2011,AE DIRHAM,22.9366,22.9138,22.9595
12/04/2011,CAN $,87.7416,87.6375,87.8457
12/04/2011,S FRANC,92.6137,92.5044,92.723
12/04/2011,JPY(100),100.374,100.266,100.482
12/04/2011,SW KRONER,13.365,13.3486,13.3814
12/04/2011,NOR KRONER,15.3821,15.3618,15.4024
12/04/2011,DAN KRONER,16.2654,16.2479,16.283
12/04/2011,IND RUPEE,1.9067,1.9039,1.9096
12/04/2011,HONGKONG $,10.8377,10.8267,10.8488
12/04/2011,SINGAPORE $,66.9284,66.8591,66.9977
12/04/2011,SAUDI RIYAL,22.4635,22.4415,22.4856
12/04/2011,CHINESE YUAN,12.8713,12.858,12.8846
12/04/2011,AUSTRALIAN $,87.8863,87.7812,87.9914
13/04/2011,US DOLLAR,83.9431,83.8639,84.0222
13/04/2011,STG POUND,136.687,136.541,136.833
13/04/2011,EURO,121.621,121.489,121.754
13/04/2011,SA RAND,12.4886,12.466,12.5111
13/04/2011,KES/USHS,27.7153,27.6236,27.807
13/04/2011,KES/TSHS,18.0123,17.9595,18.065
13/04/2011,KES / RWF,7.1538,7.0577,7.2498
13/04/2011,KES / BIF,14.6589,14.4962,14.8216
13/04/2011,AE DIRHAM,22.855,22.8325,22.8775
13/04/2011,CAN $,87.3602,87.2583,87.4622
13/04/2011,S FRANC,93.426,93.3102,93.5417
13/04/2011,JPY(100),99.7398,99.6184,99.8611
13/04/2011,SW KRONER,13.3892,13.3683,13.41
13/04/2011,NOR KRONER,15.4501,15.4283,15.4719
13/04/2011,DAN KRONER,16.3161,16.2975,16.3347
13/04/2011,IND RUPEE,1.8892,1.8874,1.8911
13/04/2011,HONGKONG $,10.7965,10.7862,10.8069
13/04/2011,SINGAPORE $,66.8443,66.76,66.9287
13/04/2011,SAUDI RIYAL,22.3839,22.3619,22.4059
13/04/2011,CHINESE YUAN,12.8478,12.8352,12.8604
13/04/2011,AUSTRALIAN $,87.9933,87.9061,88.0805
14/04/2011,US DOLLAR,84.0736,83.9722,84.175
14/04/2011,STG POUND,137.462,137.313,137.611
14/04/2011,EURO,121.951,121.825,122.078
14/04/2011,SA RAND,12.3983,12.3736,12.4231
14/04/2011,KES/USHS,27.7734,27.6804,27.8664
14/04/2011,KES/TSHS,18.0021,17.9507,18.0536
14/04/2011,KES / RWF,7.1308,7.033,7.2286
14/04/2011,KES / BIF,14.6243,14.458,14.7906
14/04/2011,AE DIRHAM,22.8903,22.862,22.9185
14/04/2011,CAN $,87.6297,87.5006,87.7587
14/04/2011,S FRANC,94.3486,94.2514,94.4458
14/04/2011,JPY(100),100.683,100.578,100.787
14/04/2011,SW KRONER,13.5092,13.4919,13.5264
14/04/2011,NOR KRONER,15.516,15.4961,15.5359
14/04/2011,DAN KRONER,16.3431,16.3192,16.3669
14/04/2011,IND RUPEE,1.8992,1.8977,1.9007
14/04/2011,HONGKONG $,10.8125,10.7993,10.8257
14/04/2011,SINGAPORE $,67.4045,67.3016,67.5074
14/04/2011,SAUDI RIYAL,22.4187,22.3908,22.4467
14/04/2011,CHINESE YUAN,12.8735,12.8575,12.8895
14/04/2011,AUSTRALIAN $,88.5253,88.3976,88.6531
15/04/2011,US DOLLAR,84.1472,84.0667,84.2278
15/04/2011,STG POUND,137.395,137.245,137.546
15/04/2011,EURO,121.705,121.576,121.833
15/04/2011,SA RAND,12.2859,12.264,12.3078
15/04/2011,KES/USHS,28.1056,28.0193,28.1919
15/04/2011,KES/TSHS,17.927,17.8801,17.9738
15/04/2011,KES / RWF,7.1364,7.0404,7.2324
15/04/2011,KES / BIF,14.6115,14.4489,14.774
15/04/2011,AE DIRHAM,22.9103,22.8821,22.9385
15/04/2011,CAN $,87.4995,87.387,87.6121
15/04/2011,S FRANC,94.1721,94.063,94.2813
15/04/2011,JPY(100),100.989,100.877,101.101
15/04/2011,SW KRONER,13.5527,13.5376,13.5679
15/04/2011,NOR KRONER,15.5077,15.4859,15.5296
15/04/2011,DAN KRONER,16.3177,16.298,16.3375
15/04/2011,IND RUPEE,1.8908,1.8883,1.8933
15/04/2011,HONGKONG $,10.8225,10.8119,10.8332
15/04/2011,SINGAPORE $,67.5936,67.5234,67.6637
15/04/2011,SAUDI RIYAL,22.4387,22.4142,22.4631
15/04/2011,CHINESE YUAN,12.8853,12.8725,12.898
15/04/2011,AUSTRALIAN $,88.5692,88.4718,88.6666
18/04/2011,US DOLLAR,84.0056,83.9194,84.0917
18/04/2011,STG POUND,136.745,136.579,136.911
18/04/2011,EURO,120.705,120.56,120.849
18/04/2011,SA RAND,12.3093,12.2889,12.3297
18/04/2011,KES/USHS,28.272,28.1835,28.3605
18/04/2011,KES/TSHS,17.9751,17.8971,18.053
18/04/2011,KES / RWF,7.1365,7.0399,7.2331
18/04/2011,KES / BIF,14.6541,14.401,14.9072
18/04/2011,AE DIRHAM,22.8717,22.8477,22.8958
18/04/2011,CAN $,87.4282,87.2064,87.6501
18/04/2011,S FRANC,93.8421,93.7222,93.9619
18/04/2011,JPY(100),101.177,101.065,101.288
18/04/2011,SW KRONER,13.5289,13.5106,13.5472
18/04/2011,NOR KRONER,15.5353,15.5129,15.5576
18/04/2011,DAN KRONER,16.1915,16.1744,16.2086
18/04/2011,IND RUPEE,1.8968,1.895,1.8986
18/04/2011,HONGKONG $,10.8039,10.7921,10.8157
18/04/2011,SINGAPORE $,67.4744,67.3781,67.5706
18/04/2011,SAUDI RIYAL,22.4009,22.3773,22.4244
18/04/2011,CHINESE YUAN,12.8663,12.8528,12.8799
18/04/2011,AUSTRALIAN $,88.7225,88.6105,88.8344
19/04/2011,US DOLLAR,83.8417,83.7667,83.9167
19/04/2011,STG POUND,136.186,136.036,136.337
19/04/2011,EURO,119.223,119.091,119.354
19/04/2011,SA RAND,12.2241,12.2043,12.2439
19/04/2011,KES/USHS,28.381,28.3019,28.46
19/04/2011,KES/TSHS,18.0281,17.9821,18.074
19/04/2011,KES / RWF,7.1564,7.0665,7.2463
19/04/2011,KES / BIF,14.6647,14.5025,14.8269
19/04/2011,AE DIRHAM,22.8271,22.8005,22.8538
19/04/2011,CAN $,86.8198,86.7183,86.9214
19/04/2011,S FRANC,93.5499,93.447,93.6529
19/04/2011,JPY(100),101.701,101.595,101.808
19/04/2011,SW KRONER,13.3024,13.2889,13.3159
19/04/2011,NOR KRONER,15.3028,15.2874,15.3181
19/04/2011,DAN KRONER,15.9947,15.9784,16.011
19/04/2011,IND RUPEE,1.8777,1.8763,1.8791
19/04/2011,HONGKONG $,10.7767,10.7668,10.7866
19/04/2011,SINGAPORE $,67.1324,67.0455,67.2194
19/04/2011,SAUDI RIYAL,22.3569,22.336,22.3778
19/04/2011,CHINESE YUAN,12.8343,12.8225,12.846
19/04/2011,AUSTRALIAN $,87.6691,87.5781,87.7601
20/04/2011,US DOLLAR,83.9181,83.8194,84.0167
20/04/2011,STG POUND,137.261,137.105,137.416
20/04/2011,EURO,120.896,120.761,121.031
20/04/2011,SA RAND,12.3614,12.3452,12.3776
20/04/2011,KES/USHS,28.3611,28.2682,28.454
20/04/2011,KES/TSHS,18.0117,17.9607,18.0626
20/04/2011,KES / RWF,7.1559,7.0581,7.2537
20/04/2011,KES / BIF,14.6575,14.4019,14.913
20/04/2011,AE DIRHAM,22.8479,22.8204,22.8754
20/04/2011,CAN $,88.0052,87.8972,88.1131
20/04/2011,S FRANC,93.6423,93.531,93.7536
20/04/2011,JPY(100),101.267,101.159,101.375
20/04/2011,SW KRONER,13.5699,13.5514,13.5883
20/04/2011,NOR KRONER,15.5563,15.5354,15.5772
20/04/2011,DAN KRONER,16.2129,16.1892,16.2367
20/04/2011,IND RUPEE,1.892,1.8904,1.8937
20/04/2011,HONGKONG $,10.789,10.7757,10.8024
20/04/2011,SINGAPORE $,67.6322,67.5473,67.7172
20/04/2011,SAUDI RIYAL,22.3773,22.3501,22.4044
20/04/2011,CHINESE YUAN,12.8601,12.8447,12.8755
20/04/2011,AUSTRALIAN $,88.949,88.8402,89.0577
21/04/2011,US DOLLAR,83.9828,83.8961,84.0694
21/04/2011,STG POUND,138.253,138.089,138.418
21/04/2011,EURO,122.68,122.529,122.831
21/04/2011,SA RAND,12.4142,12.4018,12.4266
21/04/2011,KES/USHS,28.2797,28.191,28.3684
21/04/2011,KES/TSHS,18.0097,17.9613,18.0581
21/04/2011,KES / RWF,7.1385,7.0418,7.2351
21/04/2011,KES / BIF,14.652,14.488,14.8159
21/04/2011,AE DIRHAM,22.8658,22.8413,22.8904
21/04/2011,CAN $,88.6409,88.4785,88.8034
21/04/2011,S FRANC,94.7488,94.6249,94.8727
21/04/2011,JPY(100),102.378,102.208,102.548
21/04/2011,SW KRONER,13.7848,13.7658,13.8039
21/04/2011,NOR KRONER,15.7925,15.7707,15.8144
21/04/2011,DAN KRONER,16.458,16.4389,16.4771
21/04/2011,IND RUPEE,1.8958,1.893,1.8986
21/04/2011,HONGKONG $,10.8068,10.7949,10.8186
21/04/2011,SINGAPORE $,68.005,67.9266,68.0835
21/04/2011,SAUDI RIYAL,22.3945,22.3705,22.4185
21/04/2011,CHINESE YUAN,12.8842,12.8707,12.8977
21/04/2011,AUSTRALIAN $,90.4075,90.289,90.526
26/04/2011,US DOLLAR,83.9278,83.8583,83.9972
26/04/2011,STG POUND,138.118,137.983,138.252
26/04/2011,EURO,121.907,121.784,122.029
26/04/2011,SA RAND,12.4307,12.409,12.4525
26/04/2011,KES/USHS,28.2982,28.2152,28.3812
26/04/2011,KES/TSHS,17.9917,17.9173,18.0662
26/04/2011,KES / RWF,7.1491,7.0479,7.2503
26/04/2011,KES / BIF,14.6735,14.5124,14.8345
26/04/2011,AE DIRHAM,22.8496,22.8304,22.8688
26/04/2011,CAN $,87.9164,87.7639,88.0688
26/04/2011,S FRANC,94.8685,94.7769,94.96
26/04/2011,JPY(100),102.72,102.625,102.815
26/04/2011,SW KRONER,13.7128,13.6961,13.7294
26/04/2011,NOR KRONER,15.6215,15.6015,15.6415
26/04/2011,DAN KRONER,16.3925,16.3757,16.4092
26/04/2011,SINGAPORE $,67.9247,67.8575,67.9919
26/04/2011,SAUDI RIYAL,22.3795,22.3604,22.3987
26/04/2011,CHINESE YUAN,12.8584,12.8469,12.8698
26/04/2011,AUSTRALIAN $,89.8321,89.72,89.9442
26/04/2011,IND RUPEE,1.882,1.8804,1.8836
26/04/2011,HONGKONG $,10.7957,10.7863,10.805
27/04/2011,US DOLLAR,83.5708,83.4806,83.6611
27/04/2011,STG POUND,137.902,137.751,138.053
27/04/2011,EURO,122.669,122.535,122.804
27/04/2011,SA RAND,12.5372,12.5216,12.5529
27/04/2011,KES/USHS,28.3952,28.3047,28.4857
27/04/2011,KES/TSHS,18.0805,18.0251,18.136
27/04/2011,KES / RWF,7.1796,7.0881,7.2712
27/04/2011,KES / BIF,14.7123,14.5468,14.8777
27/04/2011,AE DIRHAM,22.7531,22.7276,22.7786
27/04/2011,CAN $,87.993,87.892,88.094
27/04/2011,S FRANC,95.6874,95.5791,95.7958
27/04/2011,JPY(100),102.197,102.094,102.301
27/04/2011,SW KRONER,13.7579,13.7398,13.776
27/04/2011,NOR KRONER,15.7856,15.7672,15.8039
27/04/2011,DAN KRONER,16.4411,16.4212,16.461
27/04/2011,IND RUPEE,1.8831,1.8814,1.8847
27/04/2011,HONGKONG $,10.7524,10.7401,10.7647
27/04/2011,SINGAPORE $,67.8445,67.7657,67.9233
27/04/2011,SAUDI RIYAL,22.2847,22.2597,22.3096
27/04/2011,CHINESE YUAN,12.8319,12.8175,12.8462
27/04/2011,AUSTRALIAN $,90.4655,90.3427,90.5883
28/04/2011,US DOLLAR,83.625,83.55,83.7
28/04/2011,STG POUND,139.791,139.647,139.935
28/04/2011,EURO,124.129,124.006,124.252
28/04/2011,SA RAND,12.6667,12.6443,12.6891
28/04/2011,KES/USHS,28.4963,28.411,28.5817
28/04/2011,KES/TSHS,18.027,17.9809,18.073
28/04/2011,KES / RWF,7.175,7.0848,7.2651
28/04/2011,AE DIRHAM,22.7681,22.7465,22.7898
28/04/2011,S FRANC,96.0643,95.9582,96.1703
28/04/2011,JPY(100),102.315,102.148,102.483
28/04/2011,NOR KRONER,15.8472,15.8242,15.8702
